OBJECTID,Site Name,Technology Type,Installed Capacity (MWelec),Development Status
4088,Land at Bowden Lane,Solar Photovoltaics,5,Operational
4089,Land at Stalbridge Park,Solar Photovoltaics,5,Operational
4090,Frog's Loke Solar Farm,Solar Photovoltaics,5,Operational
4091,Staughton Airfield Solar Farm,Solar Photovoltaics,40,Under Construction
4092,Over Farm,Solar Photovoltaics,9.9,Appeal Granted
4096,Manmoel Road Solar Park,Solar Photovoltaics,4.1,Operational
4097,Huntspill Level Solar Park,Solar Photovoltaics,5.5,Operational
4099,Land at Box Road,Solar Photovoltaics,2.2,Operational
4100,Low Farm Solar Array,Solar Photovoltaics,20,Operational
4102,Land south of Wood Lane (Safeguard Bradwell),Solar Photovoltaics,5,Operational
4104,Newton Downs Farm,Solar Photovoltaics,5,Operational
4106,Bunn's Hill Solar Park,Solar Photovoltaics,5,Operational
4108,Cumberhead Wind Farm,Wind Onshore,48,Operational
4114,Rushmoor Lane Farm (Cheshire Coppice),Solar Photovoltaics,5,Operational
4117,Fullenton Solar Farm,Solar Photovoltaics,4.2,Operational
4120,Cwm Derwyn Farm,Solar Photovoltaics,5,Operational
4121,Land to the west of Ashfordby Business Park,Solar Photovoltaics,3.5,Operational
4123,Glebe Farm Solar Farm ,Solar Photovoltaics,32,Operational
4125,York Solar Farm,Solar Photovoltaics,34.7,Operational
4126,Land Off Folly Lane,Solar Photovoltaics,5,Operational
4128,Land At Bake Farm,Solar Photovoltaics,5,Operational
4129,Land To The South Of Todderstaffe,Solar Photovoltaics,4.5,Operational
4130,Strettington Solar Farm,Solar Photovoltaics,5,Operational
4131,Cressing Solar Farm (Phase 1),Solar Photovoltaics,5,Operational
4132,Land north of Ashton Road,Solar Photovoltaics,4,Operational
4133,Parc Cynog,Solar Photovoltaics,5,Operational
4134,Albrighton Solar farm,Solar Photovoltaics,15.8,Operational
4136,Clapton Farm Solar Park,Solar Photovoltaics,5,Operational
4139,Galton Manor Solar Park,Solar Photovoltaics,5,Operational
4140,Wormit Solar Farm,Solar Photovoltaics,4,Operational
4147,The Breck,Solar Photovoltaics,5,Operational
4150,North Tenement,Solar Photovoltaics,5,Operational
4151,Cwrt Henllys Farm,Solar Photovoltaics,5,Operational
4152,Land at Wreay,Solar Photovoltaics,5,Operational
4154,Common Farm,Solar Photovoltaics,4.8,Operational
4155,Fields Farm (Agden),Solar Photovoltaics,5,Operational
4156,Land at Hill Farm,Solar Photovoltaics,1.2,Operational
4157,Land to North West of Lodge Farm (Park Farm),Solar Photovoltaics,4,Operational
4158,Seaton Road Solar Farm,Solar Photovoltaics,4,Operational
4160,Land at Tip Field,Solar Photovoltaics,5,Under Construction
4161,Wick Lane Solar Ltd,Solar Photovoltaics,2.8,Operational
4162,Otherton Farm,Solar Photovoltaics,4,Operational
4164,Nanthenfoel Farms,Solar Photovoltaics,5,Operational
4166,New Road Solar Farm,Solar Photovoltaics,5,Under Construction
4168,Land at Green Farm,Solar Photovoltaics,1,Operational
4170,West Venn Solar Farm ,Solar Photovoltaics,5,Operational
4171,Corntown Farm,Solar Photovoltaics,3.4,Operational
4174,Wally Corner Landfill Site,Solar Photovoltaics,7,Operational
4177,Land North of the Wood at Averill Farm,Solar Photovoltaics,5,Operational
4178,ANP Newport Wind Turbine,Wind Onshore,2.3,Operational
4181,Sudforth Lane (Kellingley Solar Farm),Solar Photovoltaics,5,Operational
4182,Berthlwyd Farm,Solar Photovoltaics,5,Operational
4184,Pinguin Foods,Solar Photovoltaics,1.5,Operational
4189,Land East of Lawn Lane,Solar Photovoltaics,5,Operational
4193,Land off Ford Lane,Solar Photovoltaics,4.7,Operational
4195,Sulhamstead Solar Field - Stud Farm,Solar Photovoltaics,5,Appeal Granted
4198,Woodhouse Fields Farm,Solar Photovoltaics,5,Operational
4199,Land off Hooklands Lane,Solar Photovoltaics,5,Operational
4202,High Dyke (Mill Farm),Solar Photovoltaics,5,Operational
4203,Land West of Parsonage Wood,Solar Photovoltaics,4.2,Operational
4209,Land at Oldstone Farm,Solar Photovoltaics,5,Operational
4211,Shortheath Solar Park,Solar Photovoltaics,5,Operational
4212,Land at Oxcroft Stocking Ground,Solar Photovoltaics,3,Operational
4213,Holtwood Farm,Solar Photovoltaics,5,Operational
4214,Carn Nicholas Farm,Solar Photovoltaics,5,Under Construction
4217,Nectar Way Regional Distribution Centre,Solar Photovoltaics,1,Operational
4218,Brenig Wind Farm,Wind Onshore,37.6,Operational
4219,Gib Lane Solar farm (Extension),Solar Photovoltaics,5,Operational
4220,Land east of Littledown Business Park,Solar Photovoltaics,6.2,Operational
4222,Lyreco - Telford Distribution Centre,Solar Photovoltaics,3.8,Operational
4223,Long Lane Solar Farm  / Nottingham Brick Works,Solar Photovoltaics,17,Under Construction
4224,Port of Barry  - Site 2,Solar Photovoltaics,5,Operational
4237,Holly Farm Solar Park,Solar Photovoltaics,5,Operational
4238,Worsted Farm,Solar Photovoltaics,5,Operational
4242,Pogbie Wind Farm 2,Wind Onshore,4.8,Operational
4245,Basin Bridge Farm,Solar Photovoltaics,5,Operational
4252,Land at East Farm,Solar Photovoltaics,5,Operational
4255,B&Q Swindon DC,Solar Photovoltaics,2.5,Operational
4256,Stragglethorpe Road farm,Solar Photovoltaics,5,Operational
4258,Land at Bluehouse Farm,Solar Photovoltaics,5,Operational
4260,Potters Bar Solar Farm,Solar Photovoltaics,5,Operational
4264,Stob House Farm,Solar Photovoltaics,4.9,Operational
4268,Granville Road Solar Farm,Solar Photovoltaics,5,Operational
4279,Mamhilad Solar Farm,Solar Photovoltaics,5,Operational
4281,Hyde Farm,Solar Photovoltaics,5,Operational
4282,Lower Venn Farm,Solar Photovoltaics,5,Operational
4283,Littlewood Lane Solar,Solar Photovoltaics,5,Operational
4288,Peterlee Solar Farm,Solar Photovoltaics,5,Operational
4305,Land On The East Side Of Fosse Way,Solar Photovoltaics,10,Operational
4306,Stockton Court farm,Solar Photovoltaics,5,Appeal Granted
4312,Briar Solar Farm,Solar Photovoltaics,1.9,Operational
4315,Bent Spur Solar Farm,Solar Photovoltaics,5,Operational
4326,Blaby Solar Farm,Solar Photovoltaics,3.5,Operational
4332,Bilsthorpe (Land off Forest Lane),Solar Photovoltaics,5,Operational
4345,Godley Water Treatment Works,Solar Photovoltaics,3,Operational
4354,Park Farm,Solar Photovoltaics,5,Operational
4358,Greaves Solar Farm,Solar Photovoltaics,5,Operational
4359,Balhearty Solar,Solar Photovoltaics,5,Operational
4360,Weddington Farm,Solar Photovoltaics,2.1,Operational
4361,Middle Balbeggie,Solar Photovoltaics,5,Operational
4386,Widehurst Farm,Solar Photovoltaics,5,Operational
4389,Screwfix Direct,Solar Photovoltaics,2.5,Operational
4390,Land at Biggin Lane,Solar Photovoltaics,5,Operational
4392,Land at Barnham,Solar Photovoltaics,1,Operational
4393,Ebnal Lodge ,Solar Photovoltaics,5,Operational
4394,Southill Solar ,Solar Photovoltaics,4.5,Operational
4397,"Carver Hay, moss lane",Solar Photovoltaics,2.5,Operational
4403,Hownsgill Industrial Park,Solar Photovoltaics,5,Under Construction
4404,Bruxiehall Farm,Solar Photovoltaics,2,Under Construction
4407,St Helen's Lane,Solar Photovoltaics,5,Operational
4413,Avonmouth,Solar Photovoltaics,4.2,Operational
4414,Newport (Began Road),Solar Photovoltaics,4.9,Operational
4423,Land to the south of Hill Farm ,Solar Photovoltaics,6.8,Operational
4426,Woodington Solar Farm,Solar Photovoltaics,46,Under Construction
4430,Mill Farm ,Solar Photovoltaics,5,Operational
4433,Southern Counties Shooting Ground Phase 2 ,Solar Photovoltaics,5,Operational
4450,Parkhill Solar Farm,Solar Photovoltaics,5,Operational
4452,Dura Park Bynea Industrial Site,Solar Photovoltaics,1.4,Operational
4457,Brook Hall Farm ,Solar Photovoltaics,4.7,Operational
4459,Land off Moss Side Lane ,Solar Photovoltaics,5,Operational
4469,Jemmys Carr,Solar Photovoltaics,5,Under Construction
4473,Barvills Solar Farm ,Solar Photovoltaics,5,Operational
4476,Cairnmore Solar Park (extension),Solar Photovoltaics,1.2,Operational
4477,London Southend Airport ,Solar Photovoltaics,2.5,Operational
4478,Eas a Ghaill,Small Hydro,1.5,Operational
4487,Glen Noe River,Small Hydro,2,Under Construction
4490,River Pattack ,Small Hydro,2,Operational
4500,Thameside DC,Solar Photovoltaics,1,Operational
4509,Limekiln Wind Farm ,Wind Onshore,79.8,Appeal Granted
4510,"Parc Stormy, Stormy Down",Wind Onshore,2.5,Under Construction
4511,Kinmel 2 CIC,Solar Photovoltaics,5,Operational
4514,Moss Thorn Farm,Solar Photovoltaics,5.8,Operational
4520,Bodtegir,Wind Onshore,1.5,Operational
4522,Caergarw Farm,Solar Photovoltaics,3.8,Operational
4525,Rolls Royce Filton Campus Building 184,Solar Photovoltaics,1.4,Operational
4526,Rolls Royce Filton Campus Building 185,Solar Photovoltaics,1.8,Operational
4532,ParkerSteel Shoreham Plant,Solar Photovoltaics,1.8,Operational
4536,Bourne Farm,Solar Photovoltaics,2.4,Operational
4537,London’s Queen Elizabeth II reservoir,Solar Photovoltaics,6.3,Operational
4540,Barnfield Solar Park,Solar Photovoltaics,2.5,Operational
4541,Porth Wen,Solar Photovoltaics,49.9,Under Construction
4544,West of Rhiwfelin Fach Farm,Wind Onshore,1.5,Operational
4558,Marshill Farm,Wind Onshore,1.5,Operational
4560,Popehill Farm,Solar Photovoltaics,5,Operational
4563,Waltham Point Distribution Centre,Solar Photovoltaics,1.8,Operational
4567,Checkley Wood Farm,Wind Onshore,4.1,Operational
4569,Knottingley B,Solar Photovoltaics,2.4,Operational
4572,Western International Market,Solar Photovoltaics,1.7,Operational
4573,Land East of Horton Road ,Solar Photovoltaics,4.9,Operational
4577,Pines Burn Wind Farm,Wind Onshore,33,Appeal Granted
4584,Salford Road,Solar Photovoltaics,1.6,Operational
4585,Grove Solar Park (Phase 2),Solar Photovoltaics,11,Operational
4594,Williams Farm,Solar Photovoltaics,5,Operational
4595,Woodlands Wind Farm,Wind Onshore,2.6,Operational
4596,Kirton Solar PV Farm,Solar Photovoltaics,3.2,Operational
4602,Bury Green Farm Solar,Solar Photovoltaics,5,Operational
4603,Misson Solar Farm,Solar Photovoltaics,5,Operational
4608,Lancaster Wastewater Treatment Works,Solar Photovoltaics,1.2,Operational
4615,Whitman Laboratories,Solar Photovoltaics,1,Operational
4618,Binsted Farm,Solar Photovoltaics,5,Operational
4625,Howpark Wind Farm,Wind Onshore,16,Under Construction
4635,Oakfield Farm,Solar Photovoltaics,5,Operational
4636,Oakfield Farm - extension,Solar Photovoltaics,1.7,Operational
4640,Former Westhampnett Landfill,Solar Photovoltaics,7.5,Operational
4641,Bentley Motors,Solar Photovoltaics,2.9,Operational
4658,Bumpers Farm Phase 2,Solar Photovoltaics,12,Appeal Granted
4663,Accolade Wines,Wind Onshore,2.5,Operational
4669,DPD Distribution Centre,Solar Photovoltaics,1,Operational
4670,Craigannet Farm Wind Turbine,Wind Onshore,1.5,Operational
4671,Bywaters’ Materials Recovery Facility Solar Array,Solar Photovoltaics,1,Operational
4672,High Meadow Farm,Solar Photovoltaics,4,Operational
4675,Burnfoot East Wind Farm (further extension),Wind Onshore,10.8,Operational
4676,Longhill Burn Wind Farm,Wind Onshore,45.6,Under Construction
4677,Deep Moor Landfill Site ,Solar Photovoltaics,2,Operational
4678,Testwood Water Supply Works,Solar Photovoltaics,1.9,Operational
4690,Priestgill Wind Farm,Wind Onshore,46.2,Appeal Granted
4691,Ystradffin Hydropower Project,Small Hydro,1.8,Under Construction
4694,Rosedew Farm,Solar Photovoltaics,5,Operational
4696,Clashindarroch 2 ,Wind Onshore,77,Appeal Granted
4698,Dengemarsh Road,Solar Photovoltaics,1,Operational
4700,Former Nant-y-Gwyddon Landfill Site,Wind Onshore,1.5,Under Construction
4703,Ferneylea Farm,Wind Onshore,1.5,Operational
4708,Haigh Hall Solar Farm ,Solar Photovoltaics,5,Operational
4709,Next Distribution Centre Doncaster,Solar Photovoltaics,2.5,Operational
4711,Pauls Hill 2,Wind Onshore,28,Appeal Granted
4713,Llanwern Solar Farm & Battery Storage,Solar Photovoltaics,75,Operational
4717,Graig Fatha Farm,Wind Onshore,2.5,Operational
4725,Glenshimmeroch Wind Farm,Wind Onshore,36,Appeal Granted
4729,Branston Solar Park (extension),Solar Photovoltaics,40,Under Construction
4731,Sytchwythy Fields,Solar Photovoltaics,1.4,Operational
4736,Clifton Marsh Wastewater Treatment Works,Solar Photovoltaics,1.3,Operational
4739,Ling Hall,Solar Photovoltaics,7,Operational
4740,Sherburn,Solar Photovoltaics,5,Operational
4741,Aldi - Cardiff,Solar Photovoltaics,1.5,Operational
4747,Oak Grove Farm,Solar Photovoltaics,5.7,Operational
4750,Cleve Hill Solar Project,Solar Photovoltaics,373,Under Construction
4754,"Longlands Farm, Rush Wall Lane",Wind Onshore,3.5,Operational
4757,Lathom (Pilkington Technical Centre),Solar Photovoltaics,2.5,Operational
4762,Stormy Down Solar Farm,Solar Photovoltaics,3.8,Operational
4764,Clifton Marsh Wastewater Treatment Works,Solar Photovoltaics,3.2,Operational
4765,White Cross Lane,Solar Photovoltaics,25,Under Construction
4766,Huntington Water Treatment Works,Solar Photovoltaics,7.2,Operational
4770,Allt Garaidh Ghualaich Hydro Scheme Powerhouse ,Small Hydro,1.1,Under Construction
4775,Former St Michaels Golf Course,Solar Photovoltaics,1,Under Construction
4778,Birkhall Estate,Small Hydro,2,Operational
4789,Twentyshilling Hill Wind Farm ,Wind Onshore,37.8,Under Construction
4790,Creacombe Solar Farm,Solar Photovoltaics,7.3,Operational
4795,Lochaber,Large Hydro,65,Operational
4796,Cranfield Airfield,Solar Photovoltaics,1,Operational
4798,North Kyle Energy Project,Wind Onshore,205.8,Under Construction
4806,Forss Wind Farm,Wind Onshore,2.6,Operational
4812,"Barr River, Loch Teacuis",Small Hydro,1.7,Operational
4818,Lamby Way Solar Farm,Solar Photovoltaics,8.9,Operational
4821,Sedgeletch Sewage Treatment Works,Solar Photovoltaics,<Null>,Under Construction
4824,Glen Etive Estate Phase I (Allt na Chaorainn),Small Hydro,1.4,Under Construction
4826,Chamber 16 (Cold Store),Solar Photovoltaics,1.2,Operational
4828,Glen Kinglass,Small Hydro,1,Operational
4831,Terriers Farm,Solar Photovoltaics,44,Under Construction
4832,Gorse Lane,Solar Photovoltaics,20,Under Construction
4833,Sandy Knowe Wind Farm ,Wind Onshore,81.6,Operational
4834,Broken Cross (Former Surface Mine),Wind Onshore,48,Under Construction
4838,Saputo Dairy UK,Solar Photovoltaics,4.2,Operational
4839,Swinford Wind Farm,Solar Photovoltaics,20,Under Construction
4841,Tilbury LCY2,Solar Photovoltaics,4,Operational
4844,Dunfermline EDI4,Solar Photovoltaics,1.9,Operational
4850,Bilbo Solar Farm,Solar Photovoltaics,36.6,Under Construction
4853,Duror 2 Hydro Scheme,Small Hydro,0.4,Under Construction
4854,"Building F, Renishaw Factory",Solar Photovoltaics,0.2,Operational
4856,Finmont Service Reservoir,Solar Photovoltaics,0.3,Operational
4857,Killail Farm,Small Hydro,0.2,Operational
4859,Lower Farm,Solar Photovoltaics,0.5,Under Construction
4862,Renishaw PLC Factory,Solar Photovoltaics,0.8,Operational
4866,Burneside Mill,Solar Photovoltaics,0.5,Operational
4867,Leeways,Solar Photovoltaics,0.5,Operational
4868,Field north of Water Treatment Works / Hoggs Drove,Solar Photovoltaics,1,Operational
4870,Pretoria Road,Solar Photovoltaics,4.9,Operational
4872,Bolton Hill WTW,Solar Photovoltaics,0.5,Operational
4875,Combe Gill Hydro Station,Small Hydro,0.2,Under Construction
4889,Moog Controls Factory,Solar Photovoltaics,0.38,Operational
4891,"Lower Tregeen, Davidstow -  Wind Turbine",Wind Onshore,0.9,Under Construction
4900,Viking Wind Farm ,Wind Onshore,443,Under Construction
4902,Carn Nicholas Farm (Extension),Solar Photovoltaics,10,Operational
5175,Unipres building,Solar Photovoltaics,4.9,Operational
5180,Easter Bush,Solar Photovoltaics,3,Under Construction
5183,Tesco Wombwell Lane,Solar Photovoltaics,0.2,Operational
5186,Tesco Superstore Shripney Road,Solar Photovoltaics,0.2,Operational
5189,Glaxosmithkline Shewalton Road,Solar Photovoltaics,19.9,Under Construction
5192,Tesco Lottbridge Drove,Solar Photovoltaics,0.2,Operational
5193,Standingstone Hill,Wind Onshore,2.5,Appeal Granted
5194,Tesco Super-Store (Bridge Road),Solar Photovoltaics,0.4,Operational
5198,The Hazeley Academy,Solar Photovoltaics,0.2,Operational
5200,Tesco Extra Hazelmere,Solar Photovoltaics,0.4,Operational
5201,Amazon Omega Business Park,Solar Photovoltaics,1.5,Operational
5202,Iron Mountain Site,Solar Photovoltaics,0.3,Operational
5204,Tesco Crab Tree Lane,Solar Photovoltaics,0.5,Operational
5205,Building ONE,Solar Photovoltaics,1.2,Under Construction
5208,The Grange,Solar Photovoltaics,49.9,Operational
5210,Streetfield Farm,Solar Photovoltaics,18.3,Operational
5211,Iron Mountain Building,Solar Photovoltaics,0.3,Operational
5216,St Margarets Bay,Solar Photovoltaics,0.2,Operational
5217,Lamp Hill Wimpole Estate,Solar Photovoltaics,0.4,Operational
5220,Alness Academy,Solar Photovoltaics,0.5,Under Construction
5222,Ainsdale Wastewater Treatment Works,Solar Photovoltaics,0.3,Operational
5224,Lochaber High School (Resubmission),Solar Photovoltaics,0.3,Operational
5229,Perth Wastewater Treatment Works,Solar Photovoltaics,0.4,Operational
5230,TF and JH Braime Holdings Factory,Solar Photovoltaics,0.2,Operational
5231,Computacenter Warehouse,Solar Photovoltaics,2,Under Construction
5232,"Tesco Super-Store (Garratt Way, Gorton)",Solar Photovoltaics,0.7,Operational
5235,Volmary Site,Solar Photovoltaics,0.2,Operational
5240,Deuchries Windfarm (extension),Wind Onshore,2,Operational
5244,Invergordon Academy,Solar Photovoltaics,0.2,Operational
5246,The Low Carbon Energy Generation Project at Keele University,Wind Onshore,1.9,Operational
5247,Craig Farm,Small Hydro,0.4,Under Construction
5250,Allt Eilidh,Small Hydro,0.6,Under Construction
5251,National Space Centre,Solar Photovoltaics,0.2,Operational
5252,Tesco Queensway Place,Solar Photovoltaics,0.3,Operational
5254,Allt an t-Sidhein Hydro Scheme,Small Hydro,0.5,Under Construction
5255,Meadow Lane Park and Ride,Solar Photovoltaics,0.9,Under Construction
5263,Aviva Headquarters,Solar Photovoltaics,1.8,Operational
5271,Bracks Farm,Solar Photovoltaics,28,Operational
5278,Flamingo House,Solar Photovoltaics,1,Operational
5279,Kingmoor Park,Solar Photovoltaics,5,Operational
5280,Shewalton Road,Wind Onshore,3,Under Construction
5282,The Oxfordshire Golf Club,Solar Photovoltaics,0.3,Operational
5285,Aurora Solar Farm,Solar Photovoltaics,32,Under Construction
5287,Buckingham Tesco Superstore,Solar Photovoltaics,0.2,Operational
5289,Henry Colbeck Office,Solar Photovoltaics,0.2,Operational
5293,Fell Wind Farm,Wind Onshore,49,Appeal Granted
5294,Flint Landfill Site Castle Park,Solar Photovoltaics,2,Operational
5298,East Codford Solar Farm Extension Phase 3,Solar Photovoltaics,18,Operational
5299,Keele University,Solar Photovoltaics,4.4,Operational
5300,Tesco Superstore Bicester,Solar Photovoltaics,0.6,Under Construction
5304,"Lower Strensham, Bourne Road (Extension)",Solar Photovoltaics,8,Operational
5305,Hatherden Farm,Solar Photovoltaics,49.9,Under Construction
5312,Hewitts Avenue Tesco,Solar Photovoltaics,0.5,Operational
5328,Strathrory Wind Farm,Wind Onshore,36,Appeal Granted
5330,Pall Europe Building,Solar Photovoltaics,0.58,Operational
5332,North Angle Farm,Solar Photovoltaics,29.4,Under Construction
5336,Ray Valley Solar Farm,Solar Photovoltaics,19,Under Construction
5338,Cotmoor Lane,Solar Photovoltaics,49.9,Appeal Granted
5339,A J Lowther and Son Premise,Solar Photovoltaics,1,Under Construction
5346,Severn Road,Wind Onshore,4.2,Operational
5347,Iron Mountain Howe Moss Drive,Solar Photovoltaics,0.3,Operational
5349,Eden Campus,Solar Photovoltaics,1,Operational
5352,Bowerhouse Farm (extension),Solar Photovoltaics,19.8,Under Construction
5354,Queen Elizabeth The Queen Mothers Hospital,Solar Photovoltaics,0.4,Operational
5355,William Harvey Hospital,Solar Photovoltaics,0.4,Operational
5360,South Shore Holiday Village,Solar Photovoltaics,0.4,Operational
5361,Tiln Farm Solar Farm,Solar Photovoltaics,49.9,Under Construction
5362,Windy Rig Wind Farm ,Wind Onshore,43,Operational
5377,Land near Ventonteague ,Wind Onshore,2.3,Operational
5382,St Fergus Renewable Energy Park,Wind Onshore,3,Under Construction
5383,St Fergus Renewable Energy Park,Solar Photovoltaics,5,Under Construction
5385,Duke Of Gloucester Barracks,Solar Photovoltaics,1.4,Operational
5388,Ely Road Waste Management Park,Solar Photovoltaics,1.1,Operational
5389,"Wood End, Mursley Road",Solar Photovoltaics,36,Appeal Granted
5403,Burwell Solar Farm,Solar Photovoltaics,49.9,Under Construction
5410,Tesco Superstore Thetford Road,Solar Photovoltaics,0.2,Operational
5412,Cornharrow Wind Farm ,Wind Onshore,38.4,Appeal Granted
5431,Jaywick Water Recycling Centre,Solar Photovoltaics,0.9,Operational
5445,Rock Barracks Solar Farm,Solar Photovoltaics,1.5,Under Construction
5456,Elmsall Way Warehouse,Solar Photovoltaics,2.4,Operational
5459,Kenyon Way,Solar Photovoltaics,1.9,Under Construction
5464,Howden Farm,Solar Photovoltaics,0.2,Operational
5474,Hutchesons Grammar School,Solar Photovoltaics,0.18,Operational
5477,Claylands Road,Solar Photovoltaics,0.2,Operational
5480,Pattemores Transport (Crewkern),Solar Photovoltaics,2.1,Under Construction
5489,Two Post Lane,Solar Photovoltaics,12,Operational
5490,ENWL Training Academy,Solar Photovoltaics,0.3,Operational
5497,Lag Farm,Solar Photovoltaics,1,Operational
5507,Normandy Barracks,Solar Photovoltaics,2.3,Under Construction
5508,Harborough Road Store,Solar Photovoltaics,0.2,Operational
5515,Crumps Yard Solar Farm,Solar Photovoltaics,1.6,Operational
5516,Croome Airfield Solar Farm,Solar Photovoltaics,49.9,Under Construction
5521,Margree Windfarm ,Wind Onshore,49.9,Appeal Granted
5539,Brinsbury Campus Stane,Solar Photovoltaics,0.2,Operational
5557,Perth Wastewater Treatment Works (Extension),Solar Photovoltaics,0.3,Operational
5562,H M Prison Bure,Solar Photovoltaics,0.2,Operational
5563,Clifton Farm,Solar Photovoltaics,35,Under Construction
5572,City of Edinburgh Council Buildings,Solar Photovoltaics,0.2,Operational
5580,Crick Road,Solar Photovoltaics,49.9,Under Construction
5583,Fox Covert Solar Farm,Solar Photovoltaics,22,Operational
5585,Woodington Solar Farm (Central),Solar Photovoltaics,<Null>,Under Construction
5589,Ricoh UK Products,Solar Photovoltaics,1.2,Operational
5592,Lower Fields Mushroom Farm,Solar Photovoltaics,0.3,Operational
5593,Fairview Farm,Solar Photovoltaics,0.2,Operational
5594,Brookhouse Mill,Solar Photovoltaics,0.3,Operational
5617,Attleborough Road Solar Farm,Solar Photovoltaics,30,Under Construction
5618,Three Maids Hill Solar Farm,Solar Photovoltaics,25,Operational
5620,Elstow Landfill Site,Solar Photovoltaics,5.5,Under Construction
5626,Tesco Extra Altrincham,Solar Photovoltaics,0.5,Under Construction
5627,The National Cycling Centre Velodrome,Solar Photovoltaics,0.7,Operational
5637,Lower Rumster wind turbine,Wind Onshore,0.2,Operational
5639,Larks Green Solar Farm,Solar Photovoltaics,49.9,Operational
5641,Low Farm Solar Farm,Solar Photovoltaics,49.9,Under Construction
5645,Meall Buidhe Wind Farm,Wind Onshore,40,Appeal Granted
5651,Swansea University Bay Campus,Solar Photovoltaics,0.2,Operational
5653,Blenheim Net Zero Estate,Solar Photovoltaics,5,Under Construction
5661,Bramley Frith Solar Farm,Solar Photovoltaics,49.9,Appeal Granted
5665,Hamer Warren Solar Farm,Solar Photovoltaics,23,Under Construction
5671,Litchardon Cross Solar Farm,Solar Photovoltaics,49.9,Operational
5679,"Darlington Road, Skeeby",Solar Photovoltaics,49.5,Under Construction
5680,"Land near Tacher, Latheron",Wind Onshore,4.1,Under Construction
5683,South Stilling Tanks Solar Farm,Solar Photovoltaics,0.5,Operational
5685,Bubney Farm,Solar Photovoltaics,40,Operational
5694,Sanko Gosei Solar Panels,Solar Photovoltaics,0.5,Operational
5699,Heming Point Roof Mounted Solar Panels,Solar Photovoltaics,0.2,Operational
5702,Samaritans Spring Bank Solar Panels,Solar Photovoltaics,<Null>,Operational
5705,Feldon Vale Solar Farm,Solar Photovoltaics,49.9,Appeal Granted
5710,Old Lorry Farm Shop,Solar Photovoltaics,<Null>,Under Construction
5715,Parkwood Road Rooftop Solar Array,Solar Photovoltaics,0.15,Operational
5716,Blyth Sewage Treatment Works,Solar Photovoltaics,2.3,Operational
5717,Stody Estate Solar Array,Solar Photovoltaics,0.49,Operational
5718,Albert Road Rooftop Solar Panels,Solar Photovoltaics,0.18,Operational
5719,Cupar Wastewater Treatment Works Solar Farm,Solar Photovoltaics,0.62,Operational
5723,Asksham Community Village Solar Farm,Solar Photovoltaics,0.15,Under Construction
5725,Kirby Road Solar Panels,Solar Photovoltaics,0.49,Under Construction
5730,"British Geological, Keywork Solar Panels",Solar Photovoltaics,0.62,Under Construction
5731,Four Elms Solar Array,Solar Photovoltaics,0.17,Operational
5735,Bishampton Solar Farm,Solar Photovoltaics,30,Under Construction
5737,Burton Bradstock Solar Panels,Solar Photovoltaics,<Null>,Under Construction
5738,Stracathro Hospital Solar,Solar Photovoltaics,0.25,Operational
5739,Lockfield Avenue Solar,Solar Photovoltaics,0.2,Under Construction
5751,Sheraton Hall Solar Farm,Solar Photovoltaics,49.9,Appeal Granted
5753,Siddington Solar Farm,Solar Photovoltaics,19.94,Under Construction
5754,Manor Farm Solar Panels,Solar Photovoltaics,0.3,Under Construction
5764,Littleyhey Prison Solar Farm,Solar Photovoltaics,0.5,Operational
5803,Oriel High School,Solar Photovoltaics,0.19,Operational
5805,Willow Farm,Solar Photovoltaics,1.15,Operational
5806,"Fen Lane, Bulphan Solar Farm",Solar Photovoltaics,49.9,Under Construction
5812,Strathaven Airfield,Solar Photovoltaics,<Null>,Operational
5814,Raf Honington Solar Farm,Solar Photovoltaics,<Null>,Under Construction
5819,Elmbank Drive Solar Panels,Solar Photovoltaics,<Null>,Operational
5833,Nickle Farm,Solar Photovoltaics,0.35,Operational
5836,"Gunnista, Bressay Solar panels",Solar Photovoltaics,<Null>,Operational
5837,"London Road, Holmes Chapel Photovoltaic Panels",Solar Photovoltaics,0.96,Under Construction
5842,"Churn Lane, Horsmonden Solar Panels",Solar Photovoltaics,0.5,Operational
5848,Garbet Windfarm - Wind Farm & Storage facility,Wind Onshore,46.2,Appeal Granted
5851,Thaxted - Solar farm,Solar Photovoltaics,40,Appeal Granted
5855,Grange Of Berryhill - Solar Farm,Solar Photovoltaics,49.9,Appeal Granted
5872,Fernbrook - Solar farm & Battery storage,Solar Photovoltaics,49.9,Appeal Granted
5896,Avon Road Car Park - Solar Photovoltaic Carport System,Solar Photovoltaics,1.62,Operational
5897,South Car Park - Solar photovoltaic carport system,Solar Photovoltaics,<Null>,Operational
5907,Cranfield University - Solar Farm,Solar Photovoltaics,0.44,Operational
5917,Limebar Lane - Energy Distribution Centre,Solar Photovoltaics,<Null>,Under Construction
5923,Canon Barns Road - Solar Photovoltaic Arrays & Battery Storage,Solar Photovoltaics,49.9,Appeal Granted
5936,The Kingswinford School - Solar panels,Solar Photovoltaics,<Null>,Operational
5937,Plant Produce - Solar PV panels,Solar Photovoltaics,0.15,Operational
5939,Winterton Landfill Site - Ground Mounted Solar PV Arrays,Solar Photovoltaics,5,Under Construction
5940,Dorset Green Solar Farm,Solar Photovoltaics,5,Operational
5952,Meadow Lane Solar Farm,Solar Photovoltaics,19.6,Under Construction
